date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:35	76/76	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Jul%202020%2011:51:52%20GMT	https://pages.landingcube.com/robots.txt		(from )
17:31:36	160918/160918	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Jul%202020%2011:51:53%20GMT	https://pages.landingcube.com/product/skipping-rope-brown/	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/product/skipping-rope-brown/index.html	(from )
17:31:37	18655/18655	---M--	200	added ('OK')	image/jpeg	etag:%221865c386ae26a9896eaed15a372b95f5%22	https://cdn.landingcube.com/1/products/24339/product_image_5f0704900f051.jpg	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdn.landingcube.com/1/products/24339/product_image_5f0704900f051.jpg	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:37	8362/8362	---M-Z	200	added ('OK')	text/css	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/style.min.css?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/style.min85ac.css	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:38	32526/32526	---M-Z	200	added ('OK')	text/css	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_2/layout_2.min.css?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_2/layout_2.min85ac.css	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:39	7503/7503	---M--	200	added ('OK')	image/png	etag:%22Ol7Oow%22	https://pages.landingcube.com/apple-touch-icon.png	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/apple-touch-icon.png	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:39	1656/1656	---M--	200	added ('OK')	image/png	etag:%22Ol7Oow%22	https://pages.landingcube.com/favicon-32x32.png	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/favicon-32x32.png	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:40	1015/1015	---M--	200	added ('OK')	image/png	etag:%22Ol7Oow%22	https://pages.landingcube.com/favicon-16x16.png	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/favicon-16x16.png	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:41	137171/137171	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2009%20Jul%202020%2011:51:58%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/connect.facebook.net/en_US/fbevents.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:42	31073/31073	---M--	200	added ('OK')	image/jpeg	etag:%2212e2aa4dc0f6afb21afb12e7c6ce08ba%22	https://cdn.landingcube.com/1/products/24339/product_image_5f0704905f695.jpg	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdn.landingcube.com/1/products/24339/product_image_5f0704905f695.jpg	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:43	15930/15930	---M--	200	added ('OK')	image/jpeg	etag:%224f2cef2fe2299a92ea92ba3912f5a92e%22	https://cdn.landingcube.com/1/products/24339/product_image_5f070490a2d00.jpg	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdn.landingcube.com/1/products/24339/product_image_5f070490a2d00.jpg	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:44	21157/21157	---M--	200	added ('OK')	image/jpeg	etag:%22a4c93b4d019da779440c6b716e897faf%22	https://cdn.landingcube.com/1/products/24339/product_image_5f070490eceb0.jpg	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdn.landingcube.com/1/products/24339/product_image_5f070490eceb0.jpg	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:44	32230/32230	---M--	200	added ('OK')	image/jpeg	etag:%227b8b2aaa915168967ba3befc53146794%22	https://cdn.landingcube.com/1/products/24339/product_image_5f07049138e23.jpg	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdn.landingcube.com/1/products/24339/product_image_5f07049138e23.jpg	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:45	7427/7427	---M--	200	added ('OK')	image/png	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/assets/available_at_amazon_en_vertical.png	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/assets/available_at_amazon_en_vertical.png	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:46	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-includes/js/jquery/jquery4a5f.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:46	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:47	2911/2911	---M-Z	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/js/campaign_common.min.js?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/js/campaign_common.min85ac.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:48	1315/1315	---M-Z	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/js/product_page.min.js?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/js/product_page.min85ac.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:48	43881/43881	---M-Z	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/third-party/slick/slick.min.js?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/third-party/slick/slick.min85ac.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:49	493/493	---MC-	200	added ('OK')	application/javascript	etag:%22Ol7Oow%22	https://pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_2/layout_2.min.js?ver=38.0.0	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/pages.landingcube.com/wp-content/themes/landingcube/templates/layouts/layout_2/layout_2.min85ac.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
17:31:50	14214/14214	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd4939-3786%22	https://cdnjs.cloudflare.com/ajax/libs/iframe-resizer/3.6.1/iframeResizer.contentWindow.min.js?ver=3.6.1	C:/Users/sc/Downloads/USV/Landing%20Pages/skipping-rope-brown/cdnjs.cloudflare.com/ajax/libs/iframe-resizer/3.6.1/iframeResizer.contentWindow.mina7a0.js	(from https://pages.landingcube.com/product/skipping-rope-brown/)
